symbol,riscv_status,module,subcategory,priority,root_cause,riscv_supportability,reason,riscv_possible_path,arm64_file,arm64_line,prompt,depends_on,commit_hash,commit_title,commit_url,patch_url
ARM64_ERRATUM_2139208,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,889,Neoverse-N2: 2139208: workaround TRBE overwriting trace data in FILL mode,CORESIGHT_TRBE,b9d216fcef4298de76519e2baeed69ba482467bd,arm64: errata: Add detection for TRBE overwrite in FILL mode,https://git.kernel.org/torvalds/c/b9d216fcef4298de76519e2baeed69ba482467bd,https://git.kernel.org/torvalds/c/b9d216fcef4298de76519e2baeed69ba482467bd.patch
ARM64_ERRATUM_2224489,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,961,Cortex-A710/X2: 2224489: workaround TRBE writing to address out-of-range,CORESIGHT_TRBE,8d81b2a38ddfc4b03662d2359765648c8b4cc73c,arm64: errata: Add detection for TRBE write to out-of-range,https://git.kernel.org/torvalds/c/8d81b2a38ddfc4b03662d2359765648c8b4cc73c,https://git.kernel.org/torvalds/c/8d81b2a38ddfc4b03662d2359765648c8b4cc73c.patch
ARM64_ERRATUM_2253138,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,943,Neoverse-N2: 2253138: workaround TRBE writing to address out-of-range,CORESIGHT_TRBE,8d81b2a38ddfc4b03662d2359765648c8b4cc73c,arm64: errata: Add detection for TRBE write to out-of-range,https://git.kernel.org/torvalds/c/8d81b2a38ddfc4b03662d2359765648c8b4cc73c,https://git.kernel.org/torvalds/c/8d81b2a38ddfc4b03662d2359765648c8b4cc73c.patch
ARM64_ERRATUM_2441007,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,741,Cortex-A55: Completion of affected memory accesses might not be guaranteed by completion of a TLBI (rare),,171df58028bf4649460fb146a56a58dcb0c8f75a,arm64: errata: Add Cortex-A55 to the repeat tlbi list,https://git.kernel.org/torvalds/c/171df58028bf4649460fb146a56a58dcb0c8f75a,https://git.kernel.org/torvalds/c/171df58028bf4649460fb146a56a58dcb0c8f75a.patch
ARM64_ERRATUM_2441009,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,979,Cortex-A510: Completion of affected memory accesses might not be guaranteed by completion of a TLBI (rare),,39fdb65f52e9a53d32a6ba719f96669fd300ae78,arm64: errata: Add Cortex-A510 to the repeat tlbi list,https://git.kernel.org/torvalds/c/39fdb65f52e9a53d32a6ba719f96669fd300ae78,https://git.kernel.org/torvalds/c/39fdb65f52e9a53d32a6ba719f96669fd300ae78.patch
ARM64_ERRATUM_2457168,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1054,Cortex-A510: 2457168: workaround for AMEVCNTR01 incrementing incorrectly,ARM64_AMU_EXTN,e89d120c4b720e232cc6a94f0fcbd59c15d41489,arm64: errata: add detection for AMEVCNTR01 incrementing incorrectly,https://git.kernel.org/torvalds/c/e89d120c4b720e232cc6a94f0fcbd59c15d41489,https://git.kernel.org/torvalds/c/e89d120c4b720e232cc6a94f0fcbd59c15d41489.patch
ARM64_ERRATUM_2645198,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1071,Cortex-A715: 2645198: Workaround possible [ESR|FAR]_ELx corruption,,44ecda71fd8a70185c270f5914ac563827fe1d4c,arm64: errata: Workaround possible Cortex-A715 [ESR|FAR]_ELx corruption,https://git.kernel.org/torvalds/c/44ecda71fd8a70185c270f5914ac563827fe1d4c,https://git.kernel.org/torvalds/c/44ecda71fd8a70185c270f5914ac563827fe1d4c.patch
ARM64_ERRATUM_2658417,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,858,Cortex-A510: 2658417: remove BF16 support due to incorrect result,,1bdb0fbb2e27c51a6f311867726462c983a1d9ee,arm64: errata: remove BF16 HWCAP due to incorrect result on Cortex-A510,https://git.kernel.org/torvalds/c/1bdb0fbb2e27c51a6f311867726462c983a1d9ee,https://git.kernel.org/torvalds/c/1bdb0fbb2e27c51a6f311867726462c983a1d9ee.patch
ARM64_ERRATUM_2966298,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1090,Cortex-A520: 2966298: workaround for speculatively executed unprivileged load,,471470bc7052d28ce125901877dd10e4c048e513,arm64: errata: Add Cortex-A520 speculative unprivileged load workaround,https://git.kernel.org/torvalds/c/471470bc7052d28ce125901877dd10e4c048e513,https://git.kernel.org/torvalds/c/471470bc7052d28ce125901877dd10e4c048e513.patch
ARM64_ERRATUM_3117295,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1104,Cortex-A510: 3117295: workaround for speculatively executed unprivileged load,,f827bcdafa2a2ac21c91e47f587e8d0c76195409,arm64: errata: Add Cortex-A510 speculative unprivileged load workaround,https://git.kernel.org/torvalds/c/f827bcdafa2a2ac21c91e47f587e8d0c76195409,https://git.kernel.org/torvalds/c/f827bcdafa2a2ac21c91e47f587e8d0c76195409.patch
ARM64_ERRATUM_3194386,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1118,Cortex-*/Neoverse-*: workaround for MSR SSBS not self-synchronizing,,7187bb7d0b5c7dfa18ca82e9e5c75e13861b1d88,arm64: errata: Add workaround for Arm errata 3194386 and 3312417,https://git.kernel.org/torvalds/c/7187bb7d0b5c7dfa18ca82e9e5c75e13861b1d88,https://git.kernel.org/torvalds/c/7187bb7d0b5c7dfa18ca82e9e5c75e13861b1d88.patch
ARM64_ERRATUM_4311569,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,1159,SI L1: 4311569: workaround for premature CMO completion erratum,,3fed7e0059f0af1d0e71e165145a1e3030526835,arm64: errata: Workaround for SI L1 downstream coherency issue,https://git.kernel.org/torvalds/c/3fed7e0059f0af1d0e71e165145a1e3030526835,https://git.kernel.org/torvalds/c/3fed7e0059f0af1d0e71e165145a1e3030526835.patch
ARM64_ERRATUM_819472,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,560,Cortex-A53: 819472: Store exclusive instructions might cause data corruption,,c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,arm64: protect alternatives workarounds with Kconfig options,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9.patch
ARM64_ERRATUM_824069,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,537,Cortex-A53: 824069: Cache line might not be marked as clean after a CleanShared snoop,,c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,arm64: protect alternatives workarounds with Kconfig options,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9.patch
ARM64_ERRATUM_826319,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,493,Cortex-A53: 826319: System might deadlock if a write cannot complete until read data is accepted,,c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,arm64: protect alternatives workarounds with Kconfig options,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9.patch
ARM64_ERRATUM_827319,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,515,Cortex-A53: 827319: Data cache clean instructions might cause overlapping transactions to the interconnect,,c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,arm64: protect alternatives workarounds with Kconfig options,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9.patch
ARM64_ERRATUM_832075,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,582,Cortex-A57: 832075: possible deadlock on mixing exclusive memory accesses with device loads,,c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,arm64: protect alternatives workarounds with Kconfig options,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9,https://git.kernel.org/torvalds/c/c0a01b84b1fdbd98bff5bca5b201fe73fda7e9d9.patch
ARM64_ERRATUM_834220,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,600,Cortex-A57: 834220: Stage 2 translation fault might be incorrectly reported in presence of a Stage 1 fault (rare),KVM,498cd5c32be6e32bc0f8efcad48ab094bb2bfdf3,arm64: KVM: Add workaround for Cortex-A57 erratum 834220,https://git.kernel.org/torvalds/c/498cd5c32be6e32bc0f8efcad48ab094bb2bfdf3,https://git.kernel.org/torvalds/c/498cd5c32be6e32bc0f8efcad48ab094bb2bfdf3.patch
ARM64_ERRATUM_843419,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,657,Cortex-A53: 843419: A load or store might access an incorrect address,,df057cc7b4fa59e9b55f07ffdb6c62bf02e99a00,arm64: errata: add module build workaround for erratum #843419,https://git.kernel.org/torvalds/c/df057cc7b4fa59e9b55f07ffdb6c62bf02e99a00,https://git.kernel.org/torvalds/c/df057cc7b4fa59e9b55f07ffdb6c62bf02e99a00.patch
ARM64_ERRATUM_845719,ABSENT,RAS/稳定性,CPU勘误与变通,P2,微架构专属勘误,No(同名)/Yes(同类机制),绑定 Arm 核心/SoC 勘误，RISC-V 不适用同名项，但可建立自身勘误框架。,RISC-V vendor errata Kconfig 体系,arch/arm64/Kconfig,636,Cortex-A53: 845719: a load might read incorrect data,COMPAT,905e8c5dcaa147163672b06fe9dcb5abaacbc711,arm64: errata: add workaround for cortex-a53 erratum #845719,https://git.kernel.org/torvalds/c/905e8c5dcaa147163672b06fe9dcb5abaacbc711,https://git.kernel.org/torvalds/c/905e8c5dcaa147163672b06fe9dcb5abaacbc711.patch
ARM64_FORCE_52BIT,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1454,Force 52-bit virtual addresses for userspace,ARM64_VA_BITS_52 && EXPERT,b9567720a1b8e739380e0241413606c056c57859,arm64: mm: Allow forcing all userspace addresses to 52-bit,https://git.kernel.org/torvalds/c/b9567720a1b8e739380e0241413606c056c57859,https://git.kernel.org/torvalds/c/b9567720a1b8e739380e0241413606c056c57859.patch
ARM64_GCS,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,2200,Enable support for Guarded Control Stack (GCS),,5d8b172e7005c6b42c16a0952c1d8873051d68ae,arm64: Add Kconfig for Guarded Control Stack (GCS),https://git.kernel.org/torvalds/c/5d8b172e7005c6b42c16a0952c1d8873051d68ae,https://git.kernel.org/torvalds/c/5d8b172e7005c6b42c16a0952c1d8873051d68ae.patch
ARM64_HAFT,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,2181,Support for Hardware managed Access Flag for Table Descriptors,ARM64_HW_AFDBM,efe72541355d4d40a4f076af453f6533e98e058c,arm64: Add support for FEAT_HAFT,https://git.kernel.org/torvalds/c/efe72541355d4d40a4f076af453f6533e98e058c,https://git.kernel.org/torvalds/c/efe72541355d4d40a4f076af453f6533e98e058c.patch
ARM64,ABSENT,架构核心,基础架构开关,P2,架构命名空间差异,No(同名)/Partial(同类能力),属于 arm64 基础架构配置命名空间，RISC-V 应提供同类但不同名配置。,RISC-V 架构核心配置演进,arch/arm64/Kconfig,2,,,8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a,arm64: Build infrastructure,https://git.kernel.org/torvalds/c/8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a,https://git.kernel.org/torvalds/c/8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a.patch
ARM64_HW_AFDBM,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1865,Support for hardware updates of the Access and Dirty page flags,,2f4b829c625ec36c2d80bef6395c7b74cea8aac0,arm64: Add support for hardware updates of the access and dirty pte bits,https://git.kernel.org/torvalds/c/2f4b829c625ec36c2d80bef6395c7b74cea8aac0,https://git.kernel.org/torvalds/c/2f4b829c625ec36c2d80bef6395c7b74cea8aac0.patch
ARM64_LPA2,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1505,,ARM64_PA_BITS_52 && !ARM64_64K_PAGES,db95ea787bd19be666ba41733259ffea65963bff,arm64: mm: Wire up TCR.DS bit to PTE shareability fields,https://git.kernel.org/torvalds/c/db95ea787bd19be666ba41733259ffea65963bff,https://git.kernel.org/torvalds/c/db95ea787bd19be666ba41733259ffea65963bff.patch
ARM64_MPAM,ABSENT,调度/拓扑,计数器与资源治理,P1,性能监控模型差异,Partial,该类项关联 AMU/MPAM/RAS 计数与资源信息，影响调度/拓扑感知能力。RISC-V 需补齐对应硬件接口。,PMU/资源控制/拓扑感知增强,arch/arm64/Kconfig,2017,Enable support for MPAM,,d8bf01d80919e81a06dca77556dcfb351fa99b0c,arm64: kconfig: Add Kconfig entry for MPAM,https://git.kernel.org/torvalds/c/d8bf01d80919e81a06dca77556dcfb351fa99b0c,https://git.kernel.org/torvalds/c/d8bf01d80919e81a06dca77556dcfb351fa99b0c.patch
ARM64_MTE,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,2112,Memory Tagging Extension support,ARM64_AS_HAS_MTE && ARM64_TAGGED_ADDR_ABI && AS_HAS_ARMV8_5,89b94df9dfb16fe29f9d2085b0a98116dc34d814,arm64: mte: Kconfig entry,https://git.kernel.org/torvalds/c/89b94df9dfb16fe29f9d2085b0a98116dc34d814,https://git.kernel.org/torvalds/c/89b94df9dfb16fe29f9d2085b0a98116dc34d814.patch
ARM64_PA_BITS_48,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1483,48-bit,ARM64_64K_PAGES || !ARM64_VA_BITS_52,982aa7c5f0861bf56b2412ca341a13f44c238ba4,arm64: add kconfig symbol to configure physical address size,https://git.kernel.org/torvalds/c/982aa7c5f0861bf56b2412ca341a13f44c238ba4,https://git.kernel.org/torvalds/c/982aa7c5f0861bf56b2412ca341a13f44c238ba4.patch
ARM64_PA_BITS_52,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1487,52-bit,ARM64_64K_PAGES || ARM64_VA_BITS_52,f77d281713d4188973bb34ecb10e51ae39ce6946,arm64: enable 52-bit physical address support,https://git.kernel.org/torvalds/c/f77d281713d4188973bb34ecb10e51ae39ce6946,https://git.kernel.org/torvalds/c/f77d281713d4188973bb34ecb10e51ae39ce6946.patch
ARM64_PA_BITS,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,1500,,,982aa7c5f0861bf56b2412ca341a13f44c238ba4,arm64: add kconfig symbol to configure physical address size,https://git.kernel.org/torvalds/c/982aa7c5f0861bf56b2412ca341a13f44c238ba4,https://git.kernel.org/torvalds/c/982aa7c5f0861bf56b2412ca341a13f44c238ba4.patch
ARM64_PMEM,ABSENT,调度/拓扑,计数器与资源治理,P1,性能监控模型差异,Partial,该类项关联 AMU/MPAM/RAS 计数与资源信息，影响调度/拓扑感知能力。RISC-V 需补齐对应硬件接口。,PMU/资源控制/拓扑感知增强,arch/arm64/Kconfig,1886,Enable support for persistent memory,,d50e071fdaa33c1b399c764c44fa1ce879881185,arm64: Implement pmem API support,https://git.kernel.org/torvalds/c/d50e071fdaa33c1b399c764c44fa1ce879881185,https://git.kernel.org/torvalds/c/d50e071fdaa33c1b399c764c44fa1ce879881185.patch
ARM64_POE,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,2162,,,b9b9d72de32bcb63ed4d9761907a3e5f352c6f9a,arm64: add Permission Overlay Extension Kconfig,https://git.kernel.org/torvalds/c/b9b9d72de32bcb63ed4d9761907a3e5f352c6f9a,https://git.kernel.org/torvalds/c/b9b9d72de32bcb63ed4d9761907a3e5f352c6f9a.patch
ARM64_PSEUDO_NMI,ABSENT,中断/时钟,NMI与优先级屏蔽,P1,中断控制模型差异,Partial,依赖 Arm GIC 优先级模型。RISC-V 需基于 AIA(IMSIC/APLIC) 提供等价能力。,AIA + 内核中断优先级管理,arch/arm64/Kconfig,2260,Support for NMI-like interrupts,,bc3c03ccb4641fb940b27a0d369431876923a8fe,arm64: Enable the support of pseudo-NMIs,https://git.kernel.org/torvalds/c/bc3c03ccb4641fb940b27a0d369431876923a8fe,https://git.kernel.org/torvalds/c/bc3c03ccb4641fb940b27a0d369431876923a8fe.patch
ARM64_PTR_AUTH,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,1931,Enable support for pointer authentication,,04ca3204fa09f5f55c8f113b0072004a7b364ff4,arm64: enable pointer authentication,https://git.kernel.org/torvalds/c/04ca3204fa09f5f55c8f113b0072004a7b364ff4,https://git.kernel.org/torvalds/c/04ca3204fa09f5f55c8f113b0072004a7b364ff4.patch
ARM64_PTR_AUTH_KERNEL,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,1955,Use pointer authentication for kernel,ARM64_PTR_AUTH && LD_IS_LLD || LD_VERSION >= 23301 || (CC_IS_GCC && GCC_VERSION < 90100) && !CC_IS_CLANG || AS_HAS_CFI_NEGATE_RA_STATE && (!FUNCTION_GRAPH_TRACER || DYNAMIC_FTRACE_WITH_ARGS),b27a9f4119afa460289cd327f403e2ec9c8e0511,arm64: Add ARM64_PTR_AUTH_KERNEL config option,https://git.kernel.org/torvalds/c/b27a9f4119afa460289cd327f403e2ec9c8e0511,https://git.kernel.org/torvalds/c/b27a9f4119afa460289cd327f403e2ec9c8e0511.patch
ARM64_RAS_EXTN,ABSENT,调度/拓扑,计数器与资源治理,P1,性能监控模型差异,Partial,该类项关联 AMU/MPAM/RAS 计数与资源信息，影响调度/拓扑感知能力。RISC-V 需补齐对应硬件接口。,PMU/资源控制/拓扑感知增强,arch/arm64/Kconfig,1898,Enable support for RAS CPU Extensions,,64c02720ea3598bf5143b672274d923a941b8053,arm64: cpufeature: Detect CPU RAS Extentions,https://git.kernel.org/torvalds/c/64c02720ea3598bf5143b672274d923a941b8053,https://git.kernel.org/torvalds/c/64c02720ea3598bf5143b672274d923a941b8053.patch
ARM64_RELOC_TEST,ABSENT,启动/固件,启动协议与镜像,P1,固件接口差异,Partial,面向 arm64 启动协议流程，RISC-V 以 SBI/EFI/ACPI 组合实现。,SBI+EFI/ACPI 启动路径,arch/arm64/Kconfig.debug,19,Relocation testing module,m,214fad550772929d97fb90a6a2637ebf5a796c11,arm64: relocation testing module,https://git.kernel.org/torvalds/c/214fad550772929d97fb90a6a2637ebf5a796c11,https://git.kernel.org/torvalds/c/214fad550772929d97fb90a6a2637ebf5a796c11.patch
ARM64_SME,ABSENT,SIMD/向量,向量ISA能力,P0,ISA能力差异,Yes(等价能力),对应 Arm SVE/SME。RISC-V 可通过 RVV 路径支持等价向量能力。,RVV 内核态上下文/用户态 ABI 完善,arch/arm64/Kconfig,2249,ARM Scalable Matrix Extension support,ARM64_SVE,a1f4ccd25cc256255813f584f10e5527369d4a02,arm64/sme: Provide Kconfig for SME,https://git.kernel.org/torvalds/c/a1f4ccd25cc256255813f584f10e5527369d4a02,https://git.kernel.org/torvalds/c/a1f4ccd25cc256255813f584f10e5527369d4a02.patch
ARM64_SVE,ABSENT,SIMD/向量,向量ISA能力,P0,ISA能力差异,Yes(等价能力),对应 Arm SVE/SME。RISC-V 可通过 RVV 路径支持等价向量能力。,RVV 内核态上下文/用户态 ABI 完善,arch/arm64/Kconfig,2218,ARM Scalable Vector Extension support,,ddd25ad1fde8456810dee1b26a870395bcd6339d,arm64/sve: Kconfig update and conditional compilation support,https://git.kernel.org/torvalds/c/ddd25ad1fde8456810dee1b26a870395bcd6339d,https://git.kernel.org/torvalds/c/ddd25ad1fde8456810dee1b26a870395bcd6339d.patch
ARM64_SW_TTBR0_PAN,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,1701,Emulate Privileged Access Never using TTBR0_EL1 switching,!KCSAN,ba42822af1c287f038aa550f3578c61c212a892e,arm64: Enable CONFIG_ARM64_SW_TTBR0_PAN,https://git.kernel.org/torvalds/c/ba42822af1c287f038aa550f3578c61c212a892e,https://git.kernel.org/torvalds/c/ba42822af1c287f038aa550f3578c61c212a892e.patch
ARM64_TAGGED_ADDR_ABI,ABSENT,安全/隔离,内存与控制流防护,P0,安全扩展差异,Partial,依赖 Arm 专有安全扩展；RISC-V 需依赖对应扩展与编译器生态后才能提供同类防护。,CFI/指针标记/内存标记等 RISC-V 路径,arch/arm64/Kconfig,1710,Enable the tagged user addresses syscall ABI,,63f0c60379650d82250f22e4cf4137ef3dc4f43d,arm64: Introduce prctl() options to control the tagged user addresses ABI,https://git.kernel.org/torvalds/c/63f0c60379650d82250f22e4cf4137ef3dc4f43d,https://git.kernel.org/torvalds/c/63f0c60379650d82250f22e4cf4137ef3dc4f43d.patch
ARM64_TLB_RANGE,ABSENT,内存/MMU,地址空间与页表,P0,页表格式差异,Partial,绑定 AArch64 地址位宽与页表特性；RISC-V 需走 Sv39/Sv48/Sv57/Svnapot 等独立路线。,Sv48/Sv57/Svnapot/THP 协同优化,arch/arm64/Kconfig,2010,Enable support for tlbi range feature,,7c78f67e9bd97478d56157c2ad53823668b5b822,arm64: enable tlbi range instructions,https://git.kernel.org/torvalds/c/7c78f67e9bd97478d56157c2ad53823668b5b822,https://git.kernel.org/torvalds/c/7c78f67e9bd97478d56157c2ad53823668b5b822.patch
